"cat01_code","(F002-05-2-006)全国農業地域・都道府県","cat02_code","(F002-05-1-010)被害面積及び被害量","unit","value"
"1008","(全国農業地域)_近畿","1005","気象被害_日照不足_被害面積","ha","56300"
"1008","(全国農業地域)_近畿","1006","気象被害_日照不足_被害量","t","10800"
"1008","(全国農業地域)_近畿","1007","気象被害_日照不足_被害率_実数","%","2.2"
"1008","(全国農業地域)_近畿","1008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","1.0"
"1008","(全国農業地域)_近畿","1009","気象被害_高温障害_被害面積","ha","61300"
"1008","(全国農業地域)_近畿","1010","気象被害_高温障害_被害量","t","10600"
"1008","(全国農業地域)_近畿","1011","気象被害_高温障害_被害率_実数","%","2.2"
"1008","(全国農業地域)_近畿","1012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","1.8"
"1008","(全国農業地域)_近畿","1013","病害_いもち病_被害面積","ha","21000"
"1008","(全国農業地域)_近畿","1014","病害_いもち病_被害量","t","5610"
"1008","(全国農業地域)_近畿","1015","病害_いもち病_被害率_実数","%","1.2"
"1008","(全国農業地域)_近畿","1016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.3"
"1008","(全国農業地域)_近畿","1017","虫害_ウンカ_被害面積","ha","1960"
"1008","(全国農業地域)_近畿","1018","虫害_ウンカ_被害量","t","195"
"1008","(全国農業地域)_近畿","1019","虫害_ウンカ_被害率_実数","%","0.0"
"1008","(全国農業地域)_近畿","1020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.1"
"1008","(全国農業地域)_近畿","1021","虫害_カメムシ_被害面積","ha","14100"
"1008","(全国農業地域)_近畿","1022","虫害_カメムシ_被害量","t","1270"
"1008","(全国農業地域)_近畿","1023","虫害_カメムシ_被害率_実数","%","0.3"
"1008","(全国農業地域)_近畿","1024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.1"
"1009","(全国農業地域)_中国","1001","気象被害_冷害_被害面積","ha","－"
"1009","(全国農業地域)_中国","1002","気象被害_冷害_被害量","t","－"
"1009","(全国農業地域)_中国","1003","気象被害_冷害_被害率_実数","%","－"
"1009","(全国農業地域)_中国","1004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"1009","(全国農業地域)_中国","1005","気象被害_日照不足_被害面積","ha","74300"
"1009","(全国農業地域)_中国","1006","気象被害_日照不足_被害量","t","18400"
"1009","(全国農業地域)_中国","1007","気象被害_日照不足_被害率_実数","%","3.8"
"1009","(全国農業地域)_中国","1008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","1.8"
"1009","(全国農業地域)_中国","1009","気象被害_高温障害_被害面積","ha","62800"
"1009","(全国農業地域)_中国","1010","気象被害_高温障害_被害量","t","7250"
"1009","(全国農業地域)_中国","1011","気象被害_高温障害_被害率_実数","%","1.5"
"1009","(全国農業地域)_中国","1012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.2"
"1009","(全国農業地域)_中国","1013","病害_いもち病_被害面積","ha","18400"
"1009","(全国農業地域)_中国","1014","病害_いもち病_被害量","t","3630"
"1009","(全国農業地域)_中国","1015","病害_いもち病_被害率_実数","%","0.7"
"1009","(全国農業地域)_中国","1016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"1009","(全国農業地域)_中国","1017","虫害_ウンカ_被害面積","ha","2880"
"1009","(全国農業地域)_中国","1018","虫害_ウンカ_被害量","t","469"
"1009","(全国農業地域)_中国","1019","虫害_ウンカ_被害率_実数","%","0.1"
"1009","(全国農業地域)_中国","1020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"1009","(全国農業地域)_中国","1021","虫害_カメムシ_被害面積","ha","10200"
"1009","(全国農業地域)_中国","1022","虫害_カメムシ_被害量","t","3030"
"1009","(全国農業地域)_中国","1023","虫害_カメムシ_被害率_実数","%","0.6"
"1009","(全国農業地域)_中国","1024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.3"
"1010","(全国農業地域)_四国","1001","気象被害_冷害_被害面積","ha","－"
"1010","(全国農業地域)_四国","1002","気象被害_冷害_被害量","t","－"
"1010","(全国農業地域)_四国","1003","気象被害_冷害_被害率_実数","%","－"
"1010","(全国農業地域)_四国","1004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"1010","(全国農業地域)_四国","1005","気象被害_日照不足_被害面積","ha","34300"
"1010","(全国農業地域)_四国","1006","気象被害_日照不足_被害量","t","6480"
"1010","(全国農業地域)_四国","1007","気象被害_日照不足_被害率_実数","%","3.1"
"1010","(全国農業地域)_四国","1008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","1.7"
"1010","(全国農業地域)_四国","1009","気象被害_高温障害_被害面積","ha","15400"
"1010","(全国農業地域)_四国","1010","気象被害_高温障害_被害量","t","2210"
"1010","(全国農業地域)_四国","1011","気象被害_高温障害_被害率_実数","%","1.1"
"1010","(全国農業地域)_四国","1012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.7"
"1010","(全国農業地域)_四国","1013","病害_いもち病_被害面積","ha","10900"
"1010","(全国農業地域)_四国","1014","病害_いもち病_被害量","t","2340"
"1010","(全国農業地域)_四国","1015","病害_いもち病_被害率_実数","%","1.1"
"1010","(全国農業地域)_四国","1016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.4"
"1010","(全国農業地域)_四国","1017","虫害_ウンカ_被害面積","ha","3220"
"1010","(全国農業地域)_四国","1018","虫害_ウンカ_被害量","t","392"
"1010","(全国農業地域)_四国","1019","虫害_ウンカ_被害率_実数","%","0.2"
"1010","(全国農業地域)_四国","1020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"1010","(全国農業地域)_四国","1021","虫害_カメムシ_被害面積","ha","11900"
"1010","(全国農業地域)_四国","1022","虫害_カメムシ_被害量","t","1010"
"1010","(全国農業地域)_四国","1023","虫害_カメムシ_被害率_実数","%","0.5"
"1010","(全国農業地域)_四国","1024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.1"
"1011","(全国農業地域)_九州","1001","気象被害_冷害_被害面積","ha","－"
"1011","(全国農業地域)_九州","1002","気象被害_冷害_被害量","t","－"
"1011","(全国農業地域)_九州","1003","気象被害_冷害_被害率_実数","%","－"
"1011","(全国農業地域)_九州","1004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"1011","(全国農業地域)_九州","1005","気象被害_日照不足_被害面積","ha","132200"
"1011","(全国農業地域)_九州","1006","気象被害_日照不足_被害量","t","35600"
"1011","(全国農業地域)_九州","1007","気象被害_日照不足_被害率_実数","%","4.9"
"1011","(全国農業地域)_九州","1008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","0.4"
"1011","(全国農業地域)_九州","1009","気象被害_高温障害_被害面積","ha","55900"
"1011","(全国農業地域)_九州","1010","気象被害_高温障害_被害量","t","10800"
"1011","(全国農業地域)_九州","1011","気象被害_高温障害_被害率_実数","%","1.5"
"1011","(全国農業地域)_九州","1012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.9"
"1011","(全国農業地域)_九州","1013","病害_いもち病_被害面積","ha","45400"
"1011","(全国農業地域)_九州","1014","病害_いもち病_被害量","t","9650"
"1011","(全国農業地域)_九州","1015","病害_いもち病_被害率_実数","%","1.3"
"1011","(全国農業地域)_九州","1016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.5"
"1011","(全国農業地域)_九州","1017","虫害_ウンカ_被害面積","ha","4280"
"1011","(全国農業地域)_九州","1018","虫害_ウンカ_被害量","t","1530"
"1011","(全国農業地域)_九州","1019","虫害_ウンカ_被害率_実数","%","0.2"
"1011","(全国農業地域)_九州","1020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.1"
"1011","(全国農業地域)_九州","1021","虫害_カメムシ_被害面積","ha","26000"
"1011","(全国農業地域)_九州","1022","虫害_カメムシ_被害量","t","5140"
"1011","(全国農業地域)_九州","1023","虫害_カメムシ_被害率_実数","%","0.7"
"1011","(全国農業地域)_九州","1024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.3"
"1012","(全国農業地域)_沖縄","1001","気象被害_冷害_被害面積","ha","－"
"1012","(全国農業地域)_沖縄","1002","気象被害_冷害_被害量","t","－"
"1012","(全国農業地域)_沖縄","1003","気象被害_冷害_被害率_実数","%","－"
"1012","(全国農業地域)_沖縄","1004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"1012","(全国農業地域)_沖縄","1005","気象被害_日照不足_被害面積","ha","－"
"1012","(全国農業地域)_沖縄","1006","気象被害_日照不足_被害量","t","－"
"1012","(全国農業地域)_沖縄","1007","気象被害_日照不足_被害率_実数","%","－"
"1012","(全国農業地域)_沖縄","1008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","-4.4"
"1012","(全国農業地域)_沖縄","1009","気象被害_高温障害_被害面積","ha","0"
"1012","(全国農業地域)_沖縄","1010","気象被害_高温障害_被害量","t","1"
"1012","(全国農業地域)_沖縄","1011","気象被害_高温障害_被害率_実数","%","0.1"
"1012","(全国農業地域)_沖縄","1012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.1"
"1012","(全国農業地域)_沖縄","1013","病害_いもち病_被害面積","ha","－"
"1012","(全国農業地域)_沖縄","1014","病害_いもち病_被害量","t","－"
"1012","(全国農業地域)_沖縄","1015","病害_いもち病_被害率_実数","%","－"
"1012","(全国農業地域)_沖縄","1016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.4"
"1012","(全国農業地域)_沖縄","1017","虫害_ウンカ_被害面積","ha","－"
"1012","(全国農業地域)_沖縄","1018","虫害_ウンカ_被害量","t","－"
"1012","(全国農業地域)_沖縄","1019","虫害_ウンカ_被害率_実数","%","－"
"1012","(全国農業地域)_沖縄","1020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"1012","(全国農業地域)_沖縄","1021","虫害_カメムシ_被害面積","ha","－"
"1012","(全国農業地域)_沖縄","1022","虫害_カメムシ_被害量","t","－"
"1012","(全国農業地域)_沖縄","1023","虫害_カメムシ_被害率_実数","%","－"
"1012","(全国農業地域)_沖縄","1024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.4"
"1013","(都道府県)_北海道","1001","気象被害_冷害_被害面積","ha","－"
"1013","(都道府県)_北海道","1002","気象被害_冷害_被害量","t","－"
"1013","(都道府県)_北海道","1003","気象被害_冷害_被害率_実数","%","－"
"1013","(都道府県)_北海道","1004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","-1.2"
"1013","(都道府県)_北海道","1005","気象被害_日照不足_被害面積","ha","40200"
"1013","(都道府県)_北海道","1006","気象被害_日照不足_被害量","t","10200"
"1013","(都道府県)_北海道","1007","気象被害_日照不足_被害率_実数","%","1.9"
"1013","(都道府県)_北海道","1008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","0.5"
"1013","(都道府県)_北海道","1009","気象被害_高温障害_被害面積","ha","73900"
"1013","(都道府県)_北海道","1010","気象被害_高温障害_被害量","t","15400"
"1013","(都道府県)_北海道","1011","気象被害_高温障害_被害率_実数","%","2.9"
"1013","(都道府県)_北海道","1012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","2.9"
"1013","(都道府県)_北海道","1013","病害_いもち病_被害面積","ha","2750"
"1013","(都道府県)_北海道","1014","病害_いもち病_被害量","t","76"
"1013","(都道府県)_北海道","1015","病害_いもち病_被害率_実数","%","0.0"
"1013","(都道府県)_北海道","1016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"1013","(都道府県)_北海道","1017","虫害_ウンカ_被害面積","ha","292"
"1013","(都道府県)_北海道","1018","虫害_ウンカ_被害量","t","15"
"1013","(都道府県)_北海道","1019","虫害_ウンカ_被害率_実数","%","0.0"
"1013","(都道府県)_北海道","1020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
