"cat01_code","(F002-24-006)集計項目","area_code","(F002-24-1)全国農業地域・都道府県","unit","value"
"005","合計_被害実面積率","35000","山口県","％","100.0"
"005","合計_被害実面積率","36000","徳島県","％","100.0"
"005","合計_被害実面積率","37000","香川県","％","97.9"
"005","合計_被害実面積率","38000","愛媛県","％","97.4"
"005","合計_被害実面積率","39000","高知県","％","96.1"
"005","合計_被害実面積率","40000","福岡県","％","98.7"
"005","合計_被害実面積率","41000","佐賀県","％","95.5"
"005","合計_被害実面積率","42000","長崎県","％","98.5"
"005","合計_被害実面積率","43000","熊本県","％","100.0"
"005","合計_被害実面積率","44000","大分県","％","100.0"
"005","合計_被害実面積率","45000","宮崎県","％","100.0"
"005","合計_被害実面積率","46000","鹿児島県","％","100.0"
"005","合計_被害実面積率","47000","沖縄県","％","61.3"
"005","合計_被害実面積率","N0013","関東農政局","％","73.7"
"005","合計_被害実面積率","N0014","東海農政局","％","88.2"
"005","合計_被害実面積率","N0015","中国四国農政局","％","90.0"
"006","合計_被害率","N0001","全国","％","6.3"
"006","合計_被害率","N0002","北海道","％","2.5"
"006","合計_被害率","N0003","都府県","％","6.6"
"006","合計_被害率","N0004","東北","％","5.7"
"006","合計_被害率","N0005","北陸","％","2.3"
"006","合計_被害率","N0006","関東・東山","％","6.1"
"006","合計_被害率","N0007","東海","％","5.9"
"006","合計_被害率","N0008","近畿","％","5.8"
"006","合計_被害率","N0009","中国","％","5.8"
"006","合計_被害率","N0010","四国","％","10.9"
"006","合計_被害率","N0011","九州","％","14.6"
"006","合計_被害率","N0012","沖縄","％","19.3"
"006","合計_被害率","01000","北海道","％","2.5"
"006","合計_被害率","02000","青森県","％","2.2"
"006","合計_被害率","03000","岩手県","％","3.9"
"006","合計_被害率","04000","宮城県","％","5.2"
"006","合計_被害率","05000","秋田県","％","8.0"
"006","合計_被害率","06000","山形県","％","7.4"
"006","合計_被害率","07000","福島県","％","5.3"
"006","合計_被害率","08000","茨城県","％","5.3"
"006","合計_被害率","09000","栃木県","％","7.3"
"006","合計_被害率","10000","群馬県","％","9.3"
"006","合計_被害率","11000","埼玉県","％","9.1"
"006","合計_被害率","12000","千葉県","％","2.7"
"006","合計_被害率","13000","東京都","％","3.0"
"006","合計_被害率","14000","神奈川県","％","3.7"
"006","合計_被害率","15000","新潟県","％","2.1"
"006","合計_被害率","16000","富山県","％","2.6"
"006","合計_被害率","17000","石川県","％","1.8"
"006","合計_被害率","18000","福井県","％","3.7"
"006","合計_被害率","19000","山梨県","％","7.0"
"006","合計_被害率","20000","長野県","％","7.2"
"006","合計_被害率","21000","岐阜県","％","5.9"
"006","合計_被害率","22000","静岡県","％","5.3"
"006","合計_被害率","23000","愛知県","％","5.5"
"006","合計_被害率","24000","三重県","％","6.6"
"006","合計_被害率","25000","滋賀県","％","5.5"
"006","合計_被害率","26000","京都府","％","3.2"
"006","合計_被害率","27000","大阪府","％","5.7"
"006","合計_被害率","28000","兵庫県","％","6.9"
"006","合計_被害率","29000","奈良県","％","5.8"
"006","合計_被害率","30000","和歌山県","％","7.6"
"006","合計_被害率","31000","鳥取県","％","4.4"
"006","合計_被害率","32000","島根県","％","4.8"
"006","合計_被害率","33000","岡山県","％","6.9"
"006","合計_被害率","34000","広島県","％","4.4"
"006","合計_被害率","35000","山口県","％","7.6"
"006","合計_被害率","36000","徳島県","％","11.7"
"006","合計_被害率","37000","香川県","％","9.4"
"006","合計_被害率","38000","愛媛県","％","10.7"
"006","合計_被害率","39000","高知県","％","12.0"
"006","合計_被害率","40000","福岡県","％","10.2"
"006","合計_被害率","41000","佐賀県","％","12.2"
"006","合計_被害率","42000","長崎県","％","13.8"
"006","合計_被害率","43000","熊本県","％","14.6"
"006","合計_被害率","44000","大分県","％","13.3"
"006","合計_被害率","45000","宮崎県","％","20.5"
"006","合計_被害率","46000","鹿児島県","％","21.9"
"006","合計_被害率","47000","沖縄県","％","19.3"
"006","合計_被害率","N0013","関東農政局","％","6.0"
"006","合計_被害率","N0014","東海農政局","％","6.0"
"006","合計_被害率","N0015","中国四国農政局","％","7.4"
"007","気象被害_計_被害面積","N0001","全国","ha","1729000"
"007","気象被害_計_被害面積","N0002","北海道","ha","68300"
"007","気象被害_計_被害面積","N0003","都府県","ha","1660000"
"007","気象被害_計_被害面積","N0004","東北","ha","544800"
"007","気象被害_計_被害面積","N0005","北陸","ha","216900"
"007","気象被害_計_被害面積","N0006","関東・東山","ha","222100"
"007","気象被害_計_被害面積","N0007","東海","ha","108500"
"007","気象被害_計_被害面積","N0008","近畿","ha","106400"
"007","気象被害_計_被害面積","N0009","中国","ha","108300"
"007","気象被害_計_被害面積","N0010","四国","ha","75200"
"007","気象被害_計_被害面積","N0011","九州","ha","277100"
"007","気象被害_計_被害面積","N0012","沖縄","ha","851"
"007","気象被害_計_被害面積","01000","北海道","ha","68300"
"007","気象被害_計_被害面積","02000","青森県","ha","19400"
"007","気象被害_計_被害面積","03000","岩手県","ha","61100"
"007","気象被害_計_被害面積","04000","宮城県","ha","55400"
"007","気象被害_計_被害面積","05000","秋田県","ha","166900"
"007","気象被害_計_被害面積","06000","山形県","ha","127000"
"007","気象被害_計_被害面積","07000","福島県","ha","114900"
"007","気象被害_計_被害面積","08000","茨城県","ha","24000"
"007","気象被害_計_被害面積","09000","栃木県","ha","39000"
"007","気象被害_計_被害面積","10000","群馬県","ha","5630"
"007","気象被害_計_被害面積","11000","埼玉県","ha","58300"
"007","気象被害_計_被害面積","12000","千葉県","ha","40500"
"007","気象被害_計_被害面積","13000","東京都","ha","96"
"007","気象被害_計_被害面積","14000","神奈川県","ha","1940"
"007","気象被害_計_被害面積","15000","新潟県","ha","89600"
"007","気象被害_計_被害面積","16000","富山県","ha","42100"
"007","気象被害_計_被害面積","17000","石川県","ha","30300"
"007","気象被害_計_被害面積","18000","福井県","ha","55000"
"007","気象被害_計_被害面積","19000","山梨県","ha","3760"
"007","気象被害_計_被害面積","20000","長野県","ha","49000"
"007","気象被害_計_被害面積","21000","岐阜県","ha","4380"
"007","気象被害_計_被害面積","22000","静岡県","ha","17200"
"007","気象被害_計_被害面積","23000","愛知県","ha","56700"
"007","気象被害_計_被害面積","24000","三重県","ha","30100"
"007","気象被害_計_被害面積","25000","滋賀県","ha","35900"
"007","気象被害_計_被害面積","26000","京都府","ha","13400"
"007","気象被害_計_被害面積","27000","大阪府","ha","560"
"007","気象被害_計_被害面積","28000","兵庫県","ha","49900"
"007","気象被害_計_被害面積","29000","奈良県","ha","350"
"007","気象被害_計_被害面積","30000","和歌山県","ha","6290"
"007","気象被害_計_被害面積","31000","鳥取県","ha","8420"
"007","気象被害_計_被害面積","32000","島根県","ha","21900"
"007","気象被害_計_被害面積","33000","岡山県","ha","26100"
"007","気象被害_計_被害面積","34000","広島県","ha","18100"
"007","気象被害_計_被害面積","35000","山口県","ha","33800"
"007","気象被害_計_被害面積","36000","徳島県","ha","18300"
"007","気象被害_計_被害面積","37000","香川県","ha","18700"
"007","気象被害_計_被害面積","38000","愛媛県","ha","20900"
"007","気象被害_計_被害面積","39000","高知県","ha","17300"
"007","気象被害_計_被害面積","40000","福岡県","ha","47500"
"007","気象被害_計_被害面積","41000","佐賀県","ha","33900"
"007","気象被害_計_被害面積","42000","長崎県","ha","28400"
"007","気象被害_計_被害面積","43000","熊本県","ha","51800"
"007","気象被害_計_被害面積","44000","大分県","ha","25300"
"007","気象被害_計_被害面積","45000","宮崎県","ha","31500"
"007","気象被害_計_被害面積","46000","鹿児島県","ha","58700"
"007","気象被害_計_被害面積","47000","沖縄県","ha","851"
"007","気象被害_計_被害面積","N0013","関東農政局","ha","239300"
"007","気象被害_計_被害面積","N0014","東海農政局","ha","91200"
"007","気象被害_計_被害面積","N0015","中国四国農政局","ha","183500"
"008","気象被害_計_被害量","N0001","全国","ｔ","329900"
"008","気象被害_計_被害量","N0002","北海道","ｔ","12000"
"008","気象被害_計_被害量","N0003","都府県","ｔ","317700"
"008","気象被害_計_被害量","N0004","東北","ｔ","101500"
"008","気象被害_計_被害量","N0005","北陸","ｔ","17400"
"008","気象被害_計_被害量","N0006","関東・東山","ｔ","60800"
"008","気象被害_計_被害量","N0007","東海","ｔ","12100"
"008","気象被害_計_被害量","N0008","近畿","ｔ","14700"
"008","気象被害_計_被害量","N0009","中国","ｔ","16600"
"008","気象被害_計_被害量","N0010","四国","ｔ","17300"
"008","気象被害_計_被害量","N0011","九州","ｔ","76900"
"008","気象被害_計_被害量","N0012","沖縄","ｔ","499"
"008","気象被害_計_被害量","01000","北海道","ｔ","12000"
"008","気象被害_計_被害量","02000","青森県","ｔ","4190"
"008","気象被害_計_被害量","03000","岩手県","ｔ","9870"
"008","気象被害_計_被害量","04000","宮城県","ｔ","13300"
"008","気象被害_計_被害量","05000","秋田県","ｔ","36700"
"008","気象被害_計_被害量","06000","山形県","ｔ","26200"
"008","気象被害_計_被害量","07000","福島県","ｔ","11200"
"008","気象被害_計_被害量","08000","茨城県","ｔ","8560"
"008","気象被害_計_被害量","09000","栃木県","ｔ","20000"
"008","気象被害_計_被害量","10000","群馬県","ｔ","4090"
"008","気象被害_計_被害量","11000","埼玉県","ｔ","9130"
"008","気象被害_計_被害量","12000","千葉県","ｔ","6030"
"008","気象被害_計_被害量","13000","東京都","ｔ","7"
"008","気象被害_計_被害量","14000","神奈川県","ｔ","225"
"008","気象被害_計_被害量","15000","新潟県","ｔ","9950"
"008","気象被害_計_被害量","16000","富山県","ｔ","3480"
"008","気象被害_計_被害量","17000","石川県","ｔ","1600"
"008","気象被害_計_被害量","18000","福井県","ｔ","2410"
"008","気象被害_計_被害量","19000","山梨県","ｔ","985"
"008","気象被害_計_被害量","20000","長野県","ｔ","11800"
"008","気象被害_計_被害量","21000","岐阜県","ｔ","1120"
"008","気象被害_計_被害量","22000","静岡県","ｔ","1890"
"008","気象被害_計_被害量","23000","愛知県","ｔ","3960"
"008","気象被害_計_被害量","24000","三重県","ｔ","5140"
"008","気象被害_計_被害量","25000","滋賀県","ｔ","2790"
"008","気象被害_計_被害量","26000","京都府","ｔ","519"
"008","気象被害_計_被害量","27000","大阪府","ｔ","34"
"008","気象被害_計_被害量","28000","兵庫県","ｔ","10300"
"008","気象被害_計_被害量","29000","奈良県","ｔ","19"
"008","気象被害_計_被害量","30000","和歌山県","ｔ","1010"
"008","気象被害_計_被害量","31000","鳥取県","ｔ","1460"
"008","気象被害_計_被害量","32000","島根県","ｔ","2910"
"008","気象被害_計_被害量","33000","岡山県","ｔ","4750"
"008","気象被害_計_被害量","34000","広島県","ｔ","2840"
"008","気象被害_計_被害量","35000","山口県","ｔ","4600"
"008","気象被害_計_被害量","36000","徳島県","ｔ","3890"
"008","気象被害_計_被害量","37000","香川県","ｔ","3380"
"008","気象被害_計_被害量","38000","愛媛県","ｔ","5200"
"008","気象被害_計_被害量","39000","高知県","ｔ","4800"
"008","気象被害_計_被害量","40000","福岡県","ｔ","9430"
"008","気象被害_計_被害量","41000","佐賀県","ｔ","12800"
"008","気象被害_計_被害量","42000","長崎県","ｔ","6390"
"008","気象被害_計_被害量","43000","熊本県","ｔ","15500"
"008","気象被害_計_被害量","44000","大分県","ｔ","7950"
"008","気象被害_計_被害量","45000","宮崎県","ｔ","12100"
"008","気象被害_計_被害量","46000","鹿児島県","ｔ","12700"
"008","気象被害_計_被害量","47000","沖縄県","ｔ","499"
"008","気象被害_計_被害量","N0013","関東農政局","ｔ","62700"
"008","気象被害_計_被害量","N0014","東海農政局","ｔ","10200"
"008","気象被害_計_被害量","N0015","中国四国農政局","ｔ","33800"
"009","気象被害_風水害_被害面積","N0001","全国","ha","260400"
"009","気象被害_風水害_被害面積","N0002","北海道","ha","10200"
"009","気象被害_風水害_被害面積","N0003","都府県","ha","250200"
"009","気象被害_風水害_被害面積","N0004","東北","ha","32800"
"009","気象被害_風水害_被害面積","N0005","北陸","ha","42600"
"009","気象被害_風水害_被害面積","N0006","関東・東山","ha","18000"
